1	0.497130459
1	0.398707625
1	0.376453875
1	0.411249958
0	0.4162565
0	0.389812375
1	0.256669833
0	0.338308125
0	0.33105375
1	0.428765333
0	0.328782833
1	0.296831125
1	0.344727625
1	0.394446292
1	0.374472042
1	0.35449925
0	0.415131958
1	0.38145125
1	0.352626708
0	0.390433208
0	0.392027208
0	0.43849625
1	0.383518042
1	0.417942334
1	0.404081625
0	0.362404083
1	0.402706416
0	0.425244292
0	0.490341875
1	0.433385333
1	0.427723541
1	0.424990083
0	0.331900083
1	0.338954416
1	0.378682625
1	0.39018675
0	0.352865875
0	0.401170833
1	0.395207375
1	0.413417583
1	0.386801167
1	0.412125792
1	0.297795667
0	0.380882041
1	0.436357167
1	0.421506958
1	0.436747792
1	0.382049666
0	0.377500625
1	0.436305667
0	0.488400584
1	0.4899925
1	0.386094208
0	0.379678417
1	0.479138792
1	0.438904042
1	0.463944417
0	0.422961416
0	0.432794042
1	0.486135542
0	0.460566875
0	0
0	0.327549459
0	0.433968833
1	0.477598709
0	0
1	0.34333675
0	0.373391625
1	0.405134583
1	0.347006916
0	0.463914292
1	0.394162708
1	0.370145208
1	0.403018792
1	0.435053417
1	0.393919792
0	0.463868666
1	0.359829916
1	0.413643166
0	0.398641375
1	0.490155708
1	0.35392375
1	0.468620125
1	0.374097875
1	0.409615834
1	0.342961167
1	0.4254975
1	0.40977525
1	0.34138575
0	0.383826125
1	0.282177459
1	0.357800708
1	0.371878666
1	0.375761209
1	0.348462625
1	0.369739583
1	0.418152666
1	0.361338958
1	0.453435333
0	0.424685167
0	0.373989125
0	0.395159667
0	0.385720208
0	0.452016875
1	0
1	0.285145541
1	0.361568292
1	0.42735175
0	0.405712834
0	0.347463083
1	0.39002
1	0.398213875
1	0.393092541
1	0.373944541
1	0.376513792
0	0.371852667
0	0.279914917
1	0.40025825
0	0
0	0.427454125
1	0.472701625
0	0.51915225
1	0.509760416
0	0.418718958
1	0.359619208
1	0.416429208
1	0.421752958
1	0.462261875
1	0.464203791
1	0
0	0.417085375
1	0.464311584
1	0.469228292
0	0.378821375
0	0.39162075
0	0.480128042
1	0.423922833
1	0.461738041
0	0.474125458
1	0.478659334
1	0.49906575
1	0
1	0.390648416
1	0.45254525
0	0.446366875
1	0.385549959
1	0.348559125
0	0.368177417
0	0.466406416
1	0.49085275
0	0.446238667
0	0.438574417
0	0.468351209
1	0
0	0.419359041
1	0
0	0.440780167
1	0.491982625
0	0
1	0.412768708
0	0
1	0.390996208
1	0.319506583
0	0.48742725
1	0.415665208
1	0.468571792
1	0
1	0.420901125
0	0.395826958
1	0.454338667
1	0.462903417
1	0.450590125
0	0.466126583
1	0.464572833
1	0.385583875
1	0.457765791
0	0
1	0.409254625
0	0.385593084
0	0.430665125
1	0.374432791
1	0.431452875
1	0.50305275
1	0.462295792
1	0.472884834
1	0.427051625
1	0.409658333
1	0.427367791
1	0.474122292
1	0.400341959
0	0.435580334
0	0.458069166
1	0.43160625
0	0.369624459
0	0
0	0.373675959
0	0
1	0.34547075
1	0.372078958
0	0.430134542
