0	0.329887708
1	0.347999041
0	0.332450458
1	0.356957083
0	0.373139292
0	0.389709042
1	0.377712167
1	0.339560083
1	0.3540505
1	0.33453375
1	0.382897167
1	0.347403292
0	0.338472708
1	0.434280708
0	0.427185667
1	0.457921
1	0.382356959
0	0.409708125
1	0.314235375
0	0.341215416
1	0.432134292
1	0.369989792
1	0.439888458
1	0.413538375
1	0.44954975
1	0.368612541
1	0.444170084
0	0.328744666
1	0.439139
1	0.49531275
1	0
1	0.420562625
1	0.424905083
1	0.350033
1	0.394082625
0	0.377682
1	0.414577458
1	0.351280333
1	0.430663834
0	0.310277958
0	0.312844166
1	0.34702325
0	0.424878125
1	0.479641458
0	0.424688041
1	0.405549708
0	0.395531583
1	0.467746542
0	0.366226083
1	0.438934417
1	0
0	0.360292208
0	0.481321833
1	0.439409875
0	0.366151166
1	0.433339917
1	0.370473625
1	0.378895667
1	0.478234417
0	0.417664
1	0.446213208
1	0.381544
1	0.392223167
1	0.411450583
1	0.464618667
0	0.40081675
0	0.493373875
0	0
0	0.409510875
1	0.438989416
0	0.383174833
1	0.377403042
0	0.380856916
0	0.491866583
0	0.503713208
0	0.4256175
0	0
1	0.395503292
0	0.482608708
0	0.498094583
0	0
1	0.402959458
1	0.409295583
1	0.392953667
1	0.448803375
0	0.46825325
1	0.432487625
0	0.461825083
1	0.418264
1	0.389501667
1	0.424181083
0	0.466044917
1	0.396201959
1	0.420071875
0	0
0	0.43271375
1	0.438121542
1	0.428723334
1	0
1	0.425851292
1	0.449123791
1	0.384127833
1	0.477304333
0	0.463520167
1	0.389358458
1	0.463672209
0	0.385113959
0	0.383838042
1	0.384209416
1	0.443543458
1	0.408973292
1	0.494668708
1	0.423369458
0	0.371911959
0	0.3728115
1	0.507137333
1	0.4859835
1	0.39844525
1	0.389491625
1	0.384861791
1	0.430355667
0	0.404245375
0	0
0	0.429074916
0	0.388686041
0	0.31206375
0	0.374787208
0	0
0	0.433657625
0	0.416669833
1	0.377037
1	0.501787375
0	0.437503292
1	0
1	0.388924958
0	0.460981416
1	0
1	0.407143625
1	0.466907959
0	0.447664541
1	0.404132542
1	0.370772917
1	0.402068833
1	0.414889958
1	0.34172975
0	0.33719275
1	0.479839875
1	0.394568458
0	0.395292541
0	0.30769175
0	0.379706083
1	0.410091
1	0.456157
0	0.457581208
1	0.363296708
0	0.404163125
0	0.416701084
1	0.415215708
1	0.319234666
0	0.379478875
1	0.454795333
1	0.4510145
1	0.501086167
0	0.386410459
1	0.415181458
1	0.361588458
1	0.321278625
1	0.370983
1	0.369541083
0	0.3538875
0	0.379143167
1	0.345482208
1	0.338156666
0	0.516817167
0	0.352402958
1	0.310828125
0	0.399831459
1	0.386846542
0	0.347817083
1	0.48195375
1	0.437905167
0	0.436370208
0	0.421441875
0	0.242099417
0	0.282548
0	0.321334167
0	0.368892042
1	0.403157792
0	0.411769584
1	0.346094916
0	0.39654925
1	0.297571459
1	0.301037666
0	0.248681917
0	0.212283708
1	0.413206625
1	0.426180166
0	0.452000875
1	0.427487125
0	0.441100917
